Price,Close,High,Low,Open,Volume
Ticker,INTC,INTC,INTC,INTC,INTC
Date,,,,,
2018-09-28,40.44425582885742,40.83766501247501,38.87916678699717,39.01600490575451,46223500
2018-10-01,39.72584915161133,40.38438352253424,39.512039418031584,40.01663051977888,23796200
2018-10-02,41.13698959350586,41.80407815088509,40.469904298604106,40.632398514355756,42121100
2018-10-03,41.701454162597656,42.522486120632315,41.53040896454854,41.58172121897206,39211900
2018-10-04,41.16264343261719,41.7869673510921,40.726469827430314,41.769862183979185,30108300
2018-10-05,40.22188186645508,41.34224592873526,39.90544440706193,41.2481691337185,28901400
2018-10-08,40.22188186645508,40.49555803606169,39.785711490668696,40.16201540825846,19376800
2018-10-09,39.811370849609375,40.72647622786471,39.80281989594759,40.35017227967293,23285700
2018-10-10,38.314701080322266,39.44361613823745,38.314701080322266,39.39230389354512,43109500
2018-10-11,37.82720947265625,39.007439859641345,37.399590098202786,38.61403081813862,43648800
2018-10-12,38.38312530517578,38.77653444241673,37.82721867811266,38.71666797642258,32087400
2018-10-15,38.08378601074219,38.60548224581713,38.00681438159216,38.16931185561855,21633000
2018-10-16,39.28966522216797,39.349531670960125,38.34035299311663,38.40021944190879,21472000
2018-10-17,39.24691390991211,39.62322112646696,38.947581589904935,39.340990714050825,23124400
2018-10-18,38.4600944519043,39.12717975121083,38.34036152766748,39.04165716603525,26638800
2018-10-19,37.63050842285156,38.63969050064439,37.510775508957025,38.50285241869675,28368500
2018-10-22,38.49430847167969,38.77653892612432,37.71604106128735,38.058137988648454,34508800
2018-10-23,38.058128356933594,38.56271940272686,37.553537311140325,37.784452189297646,38590300
2018-10-24,36.279239654541016,37.938405532433414,36.227927398509294,37.76735706654537,33631800
2018-10-25,37.8956413269043,38.4344395488076,37.014742936968545,37.23710690432238,48255300
2018-10-26,39.075862884521484,39.71729203847771,38.2291782282866,38.99034030231827,67280400
2018-10-29,38.827857971191406,39.982429496582654,38.00682592343576,39.76861971317847,35732200
2018-10-30,40.846214294433594,40.948845326156224,38.87916519444122,38.939031665040446,43975200
2018-10-31,40.09360885620117,41.53041076702341,40.050847554833,41.29949582466146,33369100
2018-11-01,41.239627838134766,41.45343759961414,40.07650221369048,40.15347385832218,28335300
2018-11-02,40.290313720703125,41.26528575329217,39.98242712883749,41.16265797682969,30759800
2018-11-05,41.02581787109375,41.26528375875782,40.12781426739742,40.48701636137156,23751200
2018-11-06,40.664344787597656,41.240959317736305,40.475007105219575,41.13768571053407,23839600
2018-11-07,41.92946243286133,41.95528001615452,40.95695963837254,40.99138527143617,29913200
2018-11-08,42.16183853149414,42.42002426244254,41.70570701437529,41.73152788557691,26581700
2018-11-09,41.40449523925781,42.19626533534935,41.197944662923916,41.98971804202549,21761400
2018-11-12,40.14798355102539,41.13769604153034,40.10494986112594,41.060239995924775,24412800
2018-11-13,40.78483581542969,41.52497053047717,40.44058932487889,40.44058932487889,29315900
2018-11-14,40.526649475097656,41.28399699494594,40.35452459108544,41.18072009473315,25632700
2018-11-15,41.40449523925781,41.516376938230756,40.20823204280949,40.45780974865832,29581000
2018-11-16,42.02412796020508,42.213462361069745,41.04301719350428,41.111868454188745,31670600
2018-11-19,41.309818267822266,42.29953397702593,41.12048055019841,41.834797733590676,26859000
2018-11-20,40.78483581542969,41.41308886161882,40.5266501267643,40.79344386542372,29200800
2018-11-21,40.47500228881836,41.20653206722373,40.46639752382911,41.180711206239195,19011400
2018-11-23,40.053314208984375,40.509442426001094,40.036101389831536,40.18240542811631,8906900
2018-11-26,40.83647537231445,40.84508013953237,40.191009491665675,40.68156329831801,20723000
2018-11-27,41.37006378173828,41.49915828417982,40.096344708554,40.39756083690483,27621000
2018-11-28,42.04996109008789,42.06717391162372,41.008610009745546,41.25818771448998,28003200
2018-11-29,41.0516357421875,41.79177056880245,40.991392515184856,41.731527341799804,23592500
2018-11-30,42.43722915649414,42.445833923281164,40.93114217706666,41.26678389291476,43313700
2018-12-03,43.14293670654297,43.46136559462744,42.626562076207364,43.03105504418558,30870400
2018-12-04,41.094661712646484,42.68680959668666,41.03441849214827,42.61796160883554,35397700
2018-12-06,41.628238677978516,41.64545149269508,40.03609107129656,40.277063911311025,31661700
2018-12-07,39.79511642456055,41.361446379559716,39.78650837608872,41.25816949594916,34016400
2018-12-10,40.62991714477539,40.84507239754333,39.597171274887565,39.82953934183797,23289000
2018-12-11,40.77623748779297,41.81758845689779,40.56108216609315,41.22376095088976,23851000
2018-12-12,41.163509368896484,41.86061036859389,40.80204679463831,41.80897520299201,31305000
2018-12-13,41.55939865112305,41.80897958773711,41.18933127145649,41.53357778260512,19526000
2018-12-14,41.189334869384766,41.96389204938452,41.18072681812375,41.215152457148534,26372100
2018-12-17,40.51804733276367,41.662671812019866,40.15658472462376,41.18933081258296,26598700
2018-12-18,41.0860481262207,41.69708825040599,40.75901122585042,40.853680061458284,29014300
2018-12-19,39.218502044677734,41.07744343154496,39.05498522264627,40.870896212453516,39717600
2018-12-20,39.19268798828125,39.85536666823876,38.736556545993345,39.08080631945488,37750900
2018-12-21,38.59025192260742,40.14797736279198,38.55582628919792,39.37341702612361,52768300
2018-12-24,37.514469146728516,38.8742486059863,37.471438753759905,38.4095157657133,19241600
2018-12-26,39.75209045410156,39.76069850424205,37.44562546783148,37.86733128346687,28677600
2018-12-27,39.89839553833008,39.91560835464364,38.44394374841974,39.261534466764346,29970700
2018-12-28,40.234039306640625,41.08605570118765,39.84675912730107,40.02748878332313,24758700
2018-12-31,40.38895797729492,40.8622990369312,40.0619209631967,40.526657254334744,20490400
2019-01-02,40.51804733276367,40.85368907267331,39.39063238831523,39.55414923306346,18774600
2019-01-03,38.28904342651367,39.82955307230648,38.20297932593239,39.71767466606544,32267300
2019-01-04,40.63854217529297,40.93975834183601,39.192698009866355,39.45088376447611,35447300
2019-01-07,40.8278694152832,41.30981847942657,40.234041956524834,40.53525806973356,22736800
2019-01-08,41.0860481262207,41.33562572199492,40.259849468284806,41.13768328527329,22749200
2019-01-09,41.31842041015625,41.800369441208915,41.12047793749422,41.275390008796535,22554500
2019-01-10,41.79176712036133,41.86922316054626,40.80205141611042,41.09466275869691,27202600
2019-01-11,42.110198974609375,42.42002315687658,41.35285133829061,41.395881745158924,21751300
2019-01-14,41.61103820800781,42.02413931774262,41.568007799954934,41.70570707552997,19193900
2019-01-15,41.8261833190918,42.28231472551143,41.688484077137105,41.92085216349981,22480800
2019-01-16,41.42169189453125,42.075762445461784,41.378661498800476,41.826181554011036,19057700
2019-01-17,41.71430587768555,42.03273476628367,41.23235687853001,41.309812909054855,17448700
2019-01-18,42.333953857421875,42.4974739796388,41.903643275603365,42.2651058714957,29874600
2019-01-22,41.54218673706055,42.15322701612815,41.19793693541179,42.13601419774477,25940700
2019-01-23,41.258174896240234,41.998309577282754,40.89671560531752,41.66266786913766,18960700
2019-01-24,42.82450866699219,43.06548483093417,41.82618822497335,41.91225231317023,50578300
2019-01-25,40.4836311340332,40.81927295218236,39.37342874860902,40.32011096815843,86455700
2019-01-28,40.199615478515625,40.21682829648293,39.631605617632,39.700456889501204,35928700
2019-01-29,40.053314208984375,40.42338161324647,39.87258453239393,40.259861472799294,20988300
2019-01-30,40.91393280029297,41.03441924349553,39.97585555720389,40.173798040038,26931700
2019-01-31,40.55246353149414,40.604101977109146,39.67462965409184,40.191004261215504,43051300
2019-02-01,41.93807601928711,42.21347457569495,40.45780631633763,40.500840008221786,37442900
