Price,Close,High,Low,Open,Volume
Ticker,PG,PG,PG,PG,PG
Date,,,,,
2018-09-28,70.49730682373047,70.54812583281688,70.12461685780579,70.32789935638556,5125800
2018-10-01,70.86997985839844,70.91233333453667,70.44647094594873,70.565052924456,4899900
2018-10-02,71.45440673828125,71.52216969862536,70.61586110627545,70.70903356119071,7390900
2018-10-03,70.32787322998047,71.58992769724193,70.1754097971264,71.52217119770924,7958700
2018-10-04,69.38770294189453,69.87897486155424,68.69314854115389,69.87897486155424,7029900
2018-10-05,69.58250427246094,69.83660570119598,69.4385128166212,69.4385128166212,5454600
2018-10-08,69.79425811767578,70.08224102697646,69.24369533328277,69.43851224304599,7192300
2018-10-09,69.6248550415039,70.06530788134832,69.50627307590713,69.78579047862773,6268100
2018-10-10,68.98113250732422,70.03143278219252,68.98113250732422,69.2945249611633,9295800
2018-10-11,66.80429077148438,69.43004444518154,66.6348833479421,69.15052704301111,12560300
2018-10-12,66.96522521972656,67.23627065731674,66.48242533207427,67.227805132122,9878700
2018-10-15,67.87152099609375,68.21880132949155,66.84663042973925,66.92286537750802,9691500
2018-10-16,68.61690521240234,68.68466171663779,67.67671505491883,67.68518704128532,9462600
2018-10-17,69.33686828613281,69.60791368713691,68.08327926759372,68.40515012407069,10375300
2018-10-18,68.56526184082031,69.50521305481044,68.36018311688349,68.96687895972562,9869500
2018-10-19,74.59805297851562,74.99112325198647,72.51306529204537,72.51306529204537,30276400
2018-10-22,73.99989318847656,74.54677410428658,72.82922928400887,74.1109826528139,14124100
2018-10-23,74.47842407226562,74.59805387348175,73.49574511713158,73.49574511713158,16269500
2018-10-24,76.44375610351562,77.50333686851623,74.52967324947147,74.58094128862734,26703500
2018-10-25,76.05069732666016,76.3326846229611,74.60658649348372,75.29019087494032,14647000
2018-10-26,75.07657623291016,76.19597221389655,74.6749590893801,75.7858147408745,14335900
2018-10-29,75.40127563476562,76.40958853609898,74.71767775615629,75.44400335438763,12878900
2018-10-30,76.21305084228516,76.41812953824689,75.37563584482893,75.92251671361636,13844000
2018-10-31,75.77725219726562,76.32413306091685,74.57240101622098,75.8541542627787,13362400
2018-11-01,76.55484771728516,76.75993293585343,75.35000302503452,75.88833705527405,9732400
2018-11-02,76.74283599853516,76.86246577797787,76.03360416879167,76.80265088825652,11336000
2018-11-05,77.93060302734375,78.13568826240977,76.75139226272087,76.81120715978142,12270100
2018-11-06,78.19549560546875,78.21258278040614,77.27263169482855,77.64006788965746,8857800
2018-11-07,78.00751495361328,78.28950227437734,77.4349999830936,78.26386172939735,9019800
2018-11-08,78.06731414794922,78.21257794360342,77.47770559939137,77.71696514972389,6614400
2018-11-09,78.96455383300781,79.18671971784427,77.90496637885941,78.05877704031099,10713500
2018-11-12,79.21234893798828,79.8532255686171,78.4005744802588,78.7936446980577,12522100
2018-11-13,79.87034606933594,79.95579501156499,78.2638772703496,78.58859237789095,13438700
2018-11-14,79.88741302490234,80.2377620744807,79.46016190258811,79.82759812855174,11623000
2018-11-15,80.17794799804688,80.23776289500915,79.22944997526295,79.75069687136347,12506000
2018-11-16,80.16940307617188,81.01535850191536,80.04122643122045,80.16940307617188,13013500
2018-11-19,79.71650695800781,80.48556020268414,79.39179848551518,80.08394314605682,9458300
2018-11-20,78.69965362548828,80.14376447205115,78.4945749168841,79.67378564052636,12074000
2018-11-21,78.11004638671875,78.93036768652469,77.96477606331496,78.32367192893908,8911800
2018-11-23,78.22113037109375,78.60565374451527,77.44353025769944,77.97332395647362,4399600
2018-11-26,78.56291198730469,78.95598210507738,77.88785465917356,77.88785465917356,8171400
2018-11-27,79.22944641113281,79.34907619967585,78.48602713718581,78.55438887902028,9023400
2018-11-28,79.47723388671875,79.65667852674989,78.79362967002906,79.15251895009132,8093700
2018-11-29,79.31490325927734,79.7250672319609,79.17818628127294,79.34908413361224,6126900
2018-11-30,80.7590103149414,80.87864010964194,79.2550845138471,79.62252074595153,16291800
2018-12-03,79.74214935302734,80.89572608150749,78.83637905826046,80.89572608150749,13934700
2018-12-04,79.73360443115234,81.05808555246338,79.61397463534378,79.88741509995404,11123600
2018-12-06,79.93867492675781,80.00703014080305,77.82805367385158,79.21234291844027,14199200
2018-12-07,78.99870300292969,80.13519216586242,78.73380948349894,79.9728347084913,7996800
2018-12-10,79.49435424804688,79.81052247115221,78.07588370729101,79.68234581209136,9307600
2018-12-11,80.24630737304688,80.76754773441883,79.81050941128646,80.08394986351493,8743800
2018-12-12,80.34884643554688,80.79319126141314,79.55415907326189,80.50265710306445,9644000
2018-12-13,82.4509048461914,82.70725808094817,81.0068007471068,81.0666156326389,18541300
2018-12-14,82.57910919189453,82.80128163532899,82.04931537119262,82.41675165407678,12657300
2018-12-17,79.27217864990234,82.45947522395774,78.95601695872402,82.03222405699422,12427600
