Price,Close,High,Low,Open,Volume
Ticker,QCOM,QCOM,QCOM,QCOM,QCOM
Date,,,,,
2018-09-28,61.17698669433594,62.22166113937762,60.514513061803285,60.73533976592982,20080800
2018-10-01,61.66109085083008,62.3660332666245,61.236427681774984,61.54218568188231,9340200
2018-10-02,62.29810333251953,62.77373062350509,61.38082907116978,61.491245673646496,9221200
2018-10-03,61.69508361816406,62.75674186665924,61.65261469628517,62.501941295081316,7079800
2018-10-04,61.47426223754883,61.74604651362009,61.032615218876145,61.1515204346668,8599500
2018-10-05,60.48052978515625,61.71205690457582,59.91997775274653,61.48273515689089,23411300
2018-10-08,60.24272918701172,60.81177638951992,59.928476047791506,60.11532891544422,10104600
2018-10-09,59.563262939453125,60.26820546390087,59.52928910311082,60.098342762036054,10329200
2018-10-10,56.67556381225586,59.07915303593059,56.58213737290713,58.40818428053852,22296800
2018-10-11,54.60321044921875,56.896389784693135,54.02566807497252,56.35282125361998,25852600
2018-10-12,54.60321044921875,55.75829519771122,53.736896887849404,55.67336382970254,15760900
2018-10-15,54.501285552978516,55.37609090113957,54.36539666852853,54.55224955451393,12314700
2018-10-16,56.15746307373047,56.38677834722109,54.88347349249213,55.019362344970915,15931400
2018-10-17,56.140480041503906,56.57363836844972,55.45252765388467,56.378290423404536,14779100
2018-10-18,55.3336296081543,56.32734018077681,55.09581919554526,55.78377167199965,12218600
2018-10-19,55.511985778808594,56.23391207573011,55.20622769166694,55.588422060670226,10673000
2018-10-22,56.15746307373047,56.56513611101292,55.393068029018245,55.79225246791497,12890400
2018-10-23,56.378299713134766,56.836936873735134,53.99169394171892,54.06813346848565,13441000
2018-10-24,53.18482971191406,56.38679131811117,53.08291142914876,55.9451443461536,23384300
2018-10-25,53.67743682861328,54.21251344455447,52.95550734109056,54.195526525326734,20385700
2018-10-26,53.065921783447266,54.05114043937843,51.96179793040911,52.2335821637747,17049300
2018-10-29,52.80262756347656,54.09360424727032,52.03823564854736,53.93223337676742,14778300
2018-10-30,53.66044616699219,54.119083234384036,52.80262462539745,52.96399872684458,18865300
2018-10-31,53.414154052734375,53.94923076496651,52.717706438684225,53.43114097501903,12917500
2018-11-01,54.110591888427734,54.62018650518168,53.40565256058733,53.677436788179236,11003900
