Price,Close,High,Low,Open,Volume
Ticker,CRM,CRM,CRM,CRM,CRM
Date,,,,,
2018-09-28,157.89859008789062,159.7155724886942,157.80923402315392,158.86169029733674,4607700
2018-10-01,158.72268676757812,160.0432263848983,157.88866653039634,158.97090815842256,4297600
2018-10-02,156.14117431640625,158.44467603763027,155.58516083893312,158.1368839447599,4137000
2018-10-03,157.96807861328125,158.62337148556261,155.90287509248418,157.4319119947799,3561600
2018-10-04,153.79795837402344,157.70992968037416,152.6859314585968,157.07448356438317,6206400
2018-10-05,153.96676635742188,155.48588000579244,151.38525792019786,153.75825373009042,4963600
2018-10-08,147.59242248535156,153.5199500910215,144.56413385166022,153.14266390581,10238700
2018-10-09,147.4434814453125,149.79661498798265,146.162665949363,147.26476934597346,5593300
2018-10-10,136.82955932617188,146.53997908445334,136.56147597756498,146.4704849719888,13660600
2018-10-11,138.24937438964844,141.14859806208236,135.47921552251051,136.4621775641126,10499300
2018-10-12,145.69602966308594,147.69172414535342,142.20106831855642,144.73292947680866,9371700
2018-10-15,140.9401092529297,145.65631589853825,140.31460162103835,145.65631589853825,6040800
2018-10-16,146.3910369873047,146.85769437298515,142.98543192692782,144.4350513878091,5383100
2018-10-17,145.96409606933594,147.29457419150663,144.38541171530744,147.29457419150663,3377900
2018-10-18,141.8237762451172,146.5399828709613,140.4238039053899,145.0506544628,5338200
2018-10-19,139.49049377441406,144.33576486597343,139.3812757599399,142.58829178461787,5141600
2018-10-22,141.9329833984375,142.77694215852432,138.20966266316773,140.6918764866809,4234900
2018-10-23,139.65928649902344,140.95996415852466,136.79977123828522,138.32882348474214,6462000
2018-10-24,132.31192016601562,140.49330238063914,132.05377538250886,140.2252190456927,7251500
2018-10-25,139.79827880859375,140.6819462810143,132.71900047826838,132.73886242996045,7792900
2018-10-26,134.55584716796875,138.21959708607724,131.6665467276456,134.78420659084637,7457000
2018-10-29,130.05809020996094,138.5571885227,127.61558496763583,137.1175074326149,9212500
2018-10-30,131.2296905517578,132.04386403211038,127.11914469176942,129.51200267155812,10037900
2018-10-31,136.26361083984375,137.72315373006873,133.81118245424014,133.9601092184548,6666400
2018-11-01,138.59689331054688,138.8054059466952,135.43952446481148,137.41535705624653,4668800
2018-11-02,135.81678771972656,139.5500465341618,135.13170951729674,139.14295988254875,4481400
2018-11-05,134.47640991210938,136.3628862370391,132.51050093188798,136.3628862370391,4629900
2018-11-06,132.9970245361328,137.01821428990468,132.03392428164173,134.43670564174118,4667100
2018-11-07,140.78123474121094,141.29753946660875,135.4593676146911,135.87639287574044,5804000
2018-11-08,140.86065673828125,142.6081448611006,139.67912060530134,142.2010581824684,3986700
2018-11-09,135.9458770751953,140.05642232529144,134.08918608971408,140.05642232529144,5252500
2018-11-12,129.57154846191406,135.68772633954296,129.15453839983428,134.77427356304972,7571200
2018-11-13,131.2197723388672,132.81831885598066,128.0326027071471,130.5446022125779,6176300
2018-11-14,128.42974853515625,133.97997497591268,127.66522243993509,133.25517278576393,5729600
2018-11-15,131.5474090576172,132.00412791636379,125.40144521531566,128.28080718639737,6468700
2018-11-16,131.6069793701172,132.52043223509867,129.15455091132412,130.91196253265636,5126900
2018-11-19,120.14907836914062,131.3190328450229,119.56327197585057,130.663739918873,14284700
2018-11-20,119.81149291992188,124.05111829840017,112.79179265279885,113.51660240963928,13829500
