Price,Close,High,Low,Open,Volume
Ticker,CAT,CAT,CAT,CAT,CAT
Date,,,,,
2018-09-28,131.5478057861328,131.91012354840365,129.88285529890936,131.12509514853778,3599900
2018-10-01,131.3666534423828,133.2817712079434,130.84904906560521,132.51399971909981,3736300
2018-10-02,133.55783081054688,134.0409212100219,130.6937760661933,131.37527577333282,4344000
2018-10-03,136.49090576171875,137.48296559827918,134.39462222336252,134.57578772943396,6043300
2018-10-04,135.2227783203125,136.77557840735386,133.88564454638168,136.32698879038034,4130800
2018-10-05,132.25521850585938,135.27454713505458,130.78869009003878,135.01574490562078,4955100
2018-10-08,132.28968811035156,132.55711216453554,130.15890442522777,131.08194916590222,3463200
2018-10-09,128.93399047851562,131.6513815183423,128.60617337868013,131.6513815183423,4996900
2018-10-10,123.98223876953125,128.68376129382165,123.98223876953125,128.2783076125508,9419300
2018-10-11,121.60990905761719,125.85422007916816,120.63509321138373,123.3179823943232,7608300
2018-10-12,122.55883026123047,124.56882824883928,120.5574410221573,124.24102448005762,5596200
2018-10-15,122.32592010498047,123.51638905322426,121.73930096192841,122.49845050121031,3741700
2018-10-16,123.97364807128906,124.12892152198998,121.86874242914914,123.6630880066581,3573400
2018-10-17,121.92909240722656,123.80970932946893,121.73068310311609,123.4301345471874,4807500
2018-10-18,117.14991760253906,121.46324289598141,116.00257149489649,120.91113778494976,10250200
2018-10-19,114.0071792602539,118.87756130374493,113.96376845788289,118.23512911827498,7055100
2018-10-22,111.74128723144531,115.57856684604864,111.69787642360237,115.18788282258089,7858900
2018-10-23,103.29402160644531,106.34995200689045,100.37699382151462,103.90173296849044,24113300
2018-10-24,97.52942657470703,105.60334498621262,97.45129508534953,104.1795582204182,15304200
2018-10-25,100.38569641113281,101.65321373653059,97.668348304995,99.69116990843256,13568900
2018-10-26,99.88216400146484,101.08022665536546,97.54680322015302,99.05740510960314,10820400
2018-10-29,98.9532241821289,102.74709234996624,97.28634614564433,101.47089164759636,8069600
2018-10-30,101.97442626953125,102.21751085234683,98.18923501939628,98.97058305241646,8057600
2018-10-31,105.3255386352539,106.6885543287134,103.53712491128445,103.66735069062048,10341300
